Cycle,MSE,Avg,Min,Max,Discrepancy
800000,4779.988975,50.40,0.00,208.00,9.00
802000,4776.708775,50.47,0.00,208.00,9.00
804000,4766.237500,50.45,0.00,208.00,9.00
806000,4761.449775,50.49,0.00,207.00,8.00
808000,4747.279600,50.48,0.00,207.00,9.00
810000,4740.929100,50.47,0.00,207.00,8.00
812000,4734.419600,50.48,0.00,207.00,9.00
814000,4722.936975,50.45,0.00,206.00,8.00
816000,4713.615100,50.43,0.00,206.00,8.00
818000,4706.797500,50.45,0.00,206.00,8.00
820000,4698.033600,50.42,0.00,206.00,8.00
822000,4695.479100,50.47,0.00,206.00,8.00
824000,4678.465100,50.43,0.00,205.00,7.00
826000,4677.638400,50.46,0.00,205.00,7.00
828000,4665.027975,50.46,0.00,205.00,7.00
830000,4664.978400,50.46,0.00,205.00,7.00
832000,4650.585775,50.44,0.00,204.00,7.00
834000,4645.466400,50.44,0.00,204.00,7.00
836000,4636.210975,50.41,0.00,204.00,7.00
838000,4630.385775,50.44,0.00,204.00,7.00
840000,4620.768975,50.40,0.00,203.00,7.00
842000,4616.805100,50.43,0.00,203.00,7.00
844000,4603.544375,50.43,0.00,203.00,7.00
846000,4599.815100,50.43,0.00,203.00,7.00
848000,4588.378400,50.46,0.00,203.00,7.00
850000,4585.488400,50.46,0.00,202.00,7.00
852000,4572.216400,50.44,0.00,202.00,7.00
854000,4567.928775,50.47,0.00,202.00,7.00
856000,4559.276975,50.45,0.00,202.00,7.00
858000,4555.577975,50.46,0.00,202.00,7.00
860000,4543.905775,50.44,0.00,201.00,7.00
862000,4536.554375,50.43,0.00,201.00,7.00
864000,4531.467500,50.45,0.00,201.00,7.00
866000,4522.786400,50.44,0.00,201.00,7.00
868000,4516.398775,50.47,0.00,200.00,7.00
870000,4504.840000,50.40,0.00,200.00,7.00
872000,4500.627500,50.45,0.00,200.00,7.00
874000,4494.354375,50.43,0.00,200.00,7.00
876000,4487.325775,50.44,0.00,200.00,7.00
878000,4479.145100,50.43,0.00,199.00,7.00
880000,4472.511900,50.41,0.00,199.00,7.00
882000,4464.181900,50.41,0.00,199.00,7.00
884000,4458.193600,50.42,0.00,199.00,7.00
886000,4450.422775,50.42,0.00,198.00,7.00
888000,4443.858775,50.47,0.00,198.00,7.00
890000,4430.295100,50.43,0.00,198.00,7.00
892000,4429.258400,50.46,0.00,198.00,7.00
894000,4418.817500,50.45,0.00,198.00,7.00
896000,4413.506975,50.45,0.00,198.00,7.00
898000,4404.446400,50.44,0.00,197.00,7.00
900000,4397.964375,50.43,0.00,197.00,7.00
902000,4390.635100,50.43,0.00,197.00,7.00
904000,4382.200000,50.40,0.00,197.00,7.00
906000,4379.353600,50.42,0.00,196.00,7.00
908000,4369.210975,50.41,0.00,196.00,7.00
910000,4364.002775,50.42,0.00,196.00,7.00
912000,4354.175100,50.43,0.00,196.00,7.00
914000,4352.983600,50.42,0.00,196.00,7.00
916000,4341.105775,50.44,0.00,196.00,7.00
918000,4339.422775,50.42,0.00,195.00,7.00
920000,4330.895100,50.43,0.00,195.00,7.00
922000,4326.823600,50.42,0.00,195.00,7.00
924000,4317.291900,50.41,0.00,195.00,7.00
926000,4314.634375,50.43,0.00,194.00,7.00
928000,4301.858975,50.40,0.00,194.00,7.00
930000,4295.570975,50.41,0.00,194.00,7.00
932000,4289.121900,50.41,0.00,194.00,7.00
934000,4281.984375,50.43,0.00,194.00,7.00
936000,4272.755100,50.43,0.00,194.00,7.00
938000,4265.816400,50.44,0.00,193.00,7.00
940000,4258.524375,50.43,0.00,193.00,7.00
942000,4255.035775,50.44,0.00,193.00,7.00
944000,4247.683600,50.42,0.00,193.00,7.00
946000,4244.416975,50.45,0.00,192.00,7.00
948000,4234.781900,50.41,0.00,192.00,7.00
950000,4228.153600,50.42,0.00,192.00,7.00
952000,4222.441900,50.41,0.00,192.00,7.00
954000,4216.660975,50.41,0.00,192.00,7.00
956000,4211.434375,50.43,0.00,192.00,7.00
