Cycle,MSE,Avg,Min,Max,Discrepancy
480000,0.000000,50.00,50.00,50.00,0.00
482000,0.000000,50.00,50.00,50.00,0.00
484000,0.000000,50.00,50.00,50.00,0.00
486000,0.000000,50.00,50.00,50.00,0.00
488000,0.000000,50.00,50.00,50.00,0.00
490000,0.000000,50.00,50.00,50.00,0.00
492000,0.000000,50.00,50.00,50.00,0.00
494000,0.000000,50.00,50.00,50.00,0.00
496000,0.000000,50.00,50.00,50.00,0.00
498000,0.000000,50.00,50.00,50.00,0.00
500000,0.000000,50.00,50.00,50.00,0.00
502000,0.000000,50.00,50.00,50.00,0.00
504000,0.000000,50.00,50.00,50.00,0.00
506000,0.000000,50.00,50.00,50.00,0.00
508000,0.000000,50.00,50.00,50.00,0.00
510000,0.000000,50.00,50.00,50.00,0.00
512000,0.000000,50.00,50.00,50.00,0.00
514000,0.000000,50.00,50.00,50.00,0.00
516000,0.000000,50.00,50.00,50.00,0.00
518000,0.000000,50.00,50.00,50.00,0.00
520000,0.000000,50.00,50.00,50.00,0.00
522000,0.000000,50.00,50.00,50.00,0.00
524000,0.000000,50.00,50.00,50.00,0.00
526000,0.000000,50.00,50.00,50.00,0.00
528000,0.000000,50.00,50.00,50.00,0.00
530000,0.000000,50.00,50.00,50.00,0.00
532000,0.000000,50.00,50.00,50.00,0.00
534000,0.000000,50.00,50.00,50.00,0.00
536000,0.000000,50.00,50.00,50.00,0.00
538000,0.000000,50.00,50.00,50.00,0.00
540000,0.000000,50.00,50.00,50.00,0.00
542000,0.000000,50.00,50.00,50.00,0.00
544000,0.000000,50.00,50.00,50.00,0.00
546000,0.000000,50.00,50.00,50.00,0.00
548000,0.000000,50.00,50.00,50.00,0.00
550000,0.000000,50.00,50.00,50.00,0.00
552000,0.000000,50.00,50.00,50.00,0.00
554000,0.000000,50.00,50.00,50.00,0.00
556000,0.000000,50.00,50.00,50.00,0.00
558000,0.000000,50.00,50.00,50.00,0.00
560000,0.000000,50.00,50.00,50.00,0.00
562000,0.000000,50.00,50.00,50.00,0.00
564000,0.000000,50.00,50.00,50.00,0.00
566000,0.000000,50.00,50.00,50.00,0.00
568000,0.000000,50.00,50.00,50.00,0.00
570000,0.000000,50.00,50.00,50.00,0.00
572000,0.000000,50.00,50.00,50.00,0.00
574000,0.000000,50.00,50.00,50.00,0.00
576000,0.000000,50.00,50.00,50.00,0.00
578000,0.000000,50.00,50.00,50.00,0.00
580000,0.000000,50.00,50.00,50.00,0.00
582000,0.000000,50.00,50.00,50.00,0.00
584000,0.000000,50.00,50.00,50.00,0.00
586000,0.000000,50.00,50.00,50.00,0.00
588000,0.000000,50.00,50.00,50.00,0.00
590000,0.000000,50.00,50.00,50.00,0.00
592000,0.000000,50.00,50.00,50.00,0.00
594000,0.000000,50.00,50.00,50.00,0.00
596000,0.000000,50.00,50.00,50.00,0.00
598000,0.000000,50.00,50.00,50.00,0.00
600000,0.000000,50.00,50.00,50.00,0.00
602000,0.000000,50.00,50.00,50.00,0.00
604000,0.000000,50.00,50.00,50.00,0.00
606000,0.000000,50.00,50.00,50.00,0.00
608000,0.000000,50.00,50.00,50.00,0.00
610000,0.000000,50.00,50.00,50.00,0.00
612000,0.000000,50.00,50.00,50.00,0.00
614000,0.000000,50.00,50.00,50.00,0.00
616000,0.000000,50.00,50.00,50.00,0.00
618000,0.000000,50.00,50.00,50.00,0.00
620000,0.000000,50.00,50.00,50.00,0.00
622000,0.000000,50.00,50.00,50.00,0.00
624000,0.000000,50.00,50.00,50.00,0.00
626000,0.000000,50.00,50.00,50.00,0.00
628000,0.000000,50.00,50.00,50.00,0.00
630000,0.000000,50.00,50.00,50.00,0.00
632000,0.000000,50.00,50.00,50.00,0.00
634000,0.000000,50.00,50.00,50.00,0.00
636000,0.000000,50.00,50.00,50.00,0.00
638000,0.000000,50.00,50.00,50.00,0.00
640000,0.000000,50.00,50.00,50.00,0.00
642000,0.000000,50.00,50.00,50.00,0.00
644000,0.000000,50.00,50.00,50.00,0.00
646000,0.000000,50.00,50.00,50.00,0.00
648000,0.000000,50.00,50.00,50.00,0.00
650000,0.000000,50.00,50.00,50.00,0.00
652000,0.000000,50.00,50.00,50.00,0.00
654000,0.000000,50.00,50.00,50.00,0.00
656000,0.000000,50.00,50.00,50.00,0.00
658000,0.000000,50.00,50.00,50.00,0.00
660000,0.000000,50.00,50.00,50.00,0.00
662000,0.000000,50.00,50.00,50.00,0.00
664000,0.000000,50.00,50.00,50.00,0.00
666000,0.000000,50.00,50.00,50.00,0.00
668000,0.000000,50.00,50.00,50.00,0.00
670000,0.000000,50.00,50.00,50.00,0.00
672000,0.000000,50.00,50.00,50.00,0.00
674000,0.000000,50.00,50.00,50.00,0.00
676000,0.000000,50.00,50.00,50.00,0.00
678000,0.000000,50.00,50.00,50.00,0.00
680000,0.000000,50.00,50.00,50.00,0.00
682000,0.000000,50.00,50.00,50.00,0.00
684000,0.000000,50.00,50.00,50.00,0.00
686000,0.000000,50.00,50.00,50.00,0.00
688000,0.000000,50.00,50.00,50.00,0.00
690000,0.000000,50.00,50.00,50.00,0.00
692000,0.000000,50.00,50.00,50.00,0.00
694000,0.000000,50.00,50.00,50.00,0.00
696000,0.000000,50.00,50.00,50.00,0.00
698000,0.000000,50.00,50.00,50.00,0.00
700000,0.000000,50.00,50.00,50.00,0.00
702000,0.000000,50.00,50.00,50.00,0.00
704000,0.000000,50.00,50.00,50.00,0.00
706000,0.000000,50.00,50.00,50.00,0.00
708000,0.000000,50.00,50.00,50.00,0.00
710000,0.000000,50.00,50.00,50.00,0.00
712000,0.000000,50.00,50.00,50.00,0.00
714000,0.000000,50.00,50.00,50.00,0.00
716000,0.000000,50.00,50.00,50.00,0.00
718000,0.000000,50.00,50.00,50.00,0.00
720000,0.000000,50.00,50.00,50.00,0.00
722000,0.000000,50.00,50.00,50.00,0.00
724000,0.000000,50.00,50.00,50.00,0.00
726000,0.000000,50.00,50.00,50.00,0.00
728000,0.000000,50.00,50.00,50.00,0.00
730000,0.000000,50.00,50.00,50.00,0.00
732000,0.000000,50.00,50.00,50.00,0.00
734000,0.000000,50.00,50.00,50.00,0.00
736000,0.000000,50.00,50.00,50.00,0.00
738000,0.000000,50.00,50.00,50.00,0.00
740000,0.000000,50.00,50.00,50.00,0.00
742000,0.000000,50.00,50.00,50.00,0.00
744000,0.000000,50.00,50.00,50.00,0.00
746000,0.000000,50.00,50.00,50.00,0.00
748000,0.000000,50.00,50.00,50.00,0.00
750000,0.000000,50.00,50.00,50.00,0.00
752000,0.000000,50.00,50.00,50.00,0.00
754000,0.000000,50.00,50.00,50.00,0.00
756000,0.000000,50.00,50.00,50.00,0.00
758000,0.000000,50.00,50.00,50.00,0.00
760000,0.000000,50.00,50.00,50.00,0.00
762000,0.000000,50.00,50.00,50.00,0.00
764000,0.000000,50.00,50.00,50.00,0.00
766000,0.000000,50.00,50.00,50.00,0.00
768000,0.000000,50.00,50.00,50.00,0.00
770000,0.000000,50.00,50.00,50.00,0.00
772000,0.000000,50.00,50.00,50.00,0.00
774000,0.000000,50.00,50.00,50.00,0.00
776000,0.000000,50.00,50.00,50.00,0.00
778000,0.000000,50.00,50.00,50.00,0.00
780000,0.000000,50.00,50.00,50.00,0.00
782000,0.000000,50.00,50.00,50.00,0.00
784000,0.000000,50.00,50.00,50.00,0.00
786000,0.000000,50.00,50.00,50.00,0.00
788000,0.000000,50.00,50.00,50.00,0.00
790000,0.000000,50.00,50.00,50.00,0.00
792000,0.000000,50.00,50.00,50.00,0.00
794000,0.000000,50.00,50.00,50.00,0.00
796000,0.000000,50.00,50.00,50.00,0.00
798000,0.000000,50.00,50.00,50.00,0.00
800000,0.000000,50.00,50.00,50.00,0.00
802000,0.000000,50.00,50.00,50.00,0.00
804000,0.000000,50.00,50.00,50.00,0.00
806000,0.000000,50.00,50.00,50.00,0.00
808000,0.000000,50.00,50.00,50.00,0.00
810000,0.000000,50.00,50.00,50.00,0.00
812000,0.000000,50.00,50.00,50.00,0.00
814000,0.000000,50.00,50.00,50.00,0.00
816000,0.000000,50.00,50.00,50.00,0.00
818000,0.000000,50.00,50.00,50.00,0.00
820000,0.000000,50.00,50.00,50.00,0.00
822000,0.000000,50.00,50.00,50.00,0.00
824000,0.000000,50.00,50.00,50.00,0.00
826000,0.000000,50.00,50.00,50.00,0.00
828000,0.000000,50.00,50.00,50.00,0.00
830000,0.000000,50.00,50.00,50.00,0.00
832000,0.000000,50.00,50.00,50.00,0.00
834000,0.000000,50.00,50.00,50.00,0.00
836000,0.000000,50.00,50.00,50.00,0.00
838000,0.000000,50.00,50.00,50.00,0.00
840000,0.000000,50.00,50.00,50.00,0.00
842000,0.000000,50.00,50.00,50.00,0.00
844000,0.000000,50.00,50.00,50.00,0.00
846000,0.000000,50.00,50.00,50.00,0.00
848000,0.000000,50.00,50.00,50.00,0.00
850000,0.000000,50.00,50.00,50.00,0.00
852000,0.000000,50.00,50.00,50.00,0.00
854000,0.000000,50.00,50.00,50.00,0.00
856000,0.000000,50.00,50.00,50.00,0.00
858000,0.000000,50.00,50.00,50.00,0.00
860000,0.000000,50.00,50.00,50.00,0.00
862000,0.000000,50.00,50.00,50.00,0.00
864000,0.000000,50.00,50.00,50.00,0.00
866000,0.000000,50.00,50.00,50.00,0.00
868000,0.000000,50.00,50.00,50.00,0.00
870000,0.000000,50.00,50.00,50.00,0.00
872000,0.000000,50.00,50.00,50.00,0.00
874000,0.000000,50.00,50.00,50.00,0.00
876000,0.000000,50.00,50.00,50.00,0.00
878000,0.000000,50.00,50.00,50.00,0.00
880000,0.000000,50.00,50.00,50.00,0.00
882000,0.000000,50.00,50.00,50.00,0.00
884000,0.000000,50.00,50.00,50.00,0.00
886000,0.000000,50.00,50.00,50.00,0.00
888000,0.000000,50.00,50.00,50.00,0.00
890000,0.000000,50.00,50.00,50.00,0.00
892000,0.000000,50.00,50.00,50.00,0.00
894000,0.000000,50.00,50.00,50.00,0.00
896000,0.000000,50.00,50.00,50.00,0.00
898000,0.000000,50.00,50.00,50.00,0.00
900000,0.000000,50.00,50.00,50.00,0.00
902000,0.000000,50.00,50.00,50.00,0.00
904000,0.000000,50.00,50.00,50.00,0.00
906000,0.000000,50.00,50.00,50.00,0.00
908000,0.000000,50.00,50.00,50.00,0.00
910000,0.000000,50.00,50.00,50.00,0.00
912000,0.000000,50.00,50.00,50.00,0.00
914000,0.000000,50.00,50.00,50.00,0.00
916000,0.000000,50.00,50.00,50.00,0.00
918000,0.000000,50.00,50.00,50.00,0.00
920000,0.000000,50.00,50.00,50.00,0.00
922000,0.000000,50.00,50.00,50.00,0.00
924000,0.000000,50.00,50.00,50.00,0.00
926000,0.000000,50.00,50.00,50.00,0.00
928000,0.000000,50.00,50.00,50.00,0.00
930000,0.000000,50.00,50.00,50.00,0.00
932000,0.000000,50.00,50.00,50.00,0.00
934000,0.000000,50.00,50.00,50.00,0.00
936000,0.000000,50.00,50.00,50.00,0.00
938000,0.000000,50.00,50.00,50.00,0.00
940000,0.000000,50.00,50.00,50.00,0.00
942000,0.000000,50.00,50.00,50.00,0.00
944000,0.000000,50.00,50.00,50.00,0.00
946000,0.000000,50.00,50.00,50.00,0.00
948000,0.000000,50.00,50.00,50.00,0.00
950000,0.000000,50.00,50.00,50.00,0.00
952000,0.000000,50.00,50.00,50.00,0.00
954000,0.000000,50.00,50.00,50.00,0.00
956000,0.000000,50.00,50.00,50.00,0.00
958000,0.000000,50.00,50.00,50.00,0.00
960000,0.000000,50.00,50.00,50.00,0.00
962000,0.000000,50.00,50.00,50.00,0.00
964000,0.000000,50.00,50.00,50.00,0.00
966000,0.000000,50.00,50.00,50.00,0.00
968000,0.000000,50.00,50.00,50.00,0.00
970000,0.000000,50.00,50.00,50.00,0.00
972000,0.000000,50.00,50.00,50.00,0.00
974000,0.000000,50.00,50.00,50.00,0.00
976000,0.000000,50.00,50.00,50.00,0.00
978000,0.000000,50.00,50.00,50.00,0.00
980000,0.000000,50.00,50.00,50.00,0.00
982000,0.000000,50.00,50.00,50.00,0.00
984000,0.000000,50.00,50.00,50.00,0.00
986000,0.000000,50.00,50.00,50.00,0.00
988000,0.000000,50.00,50.00,50.00,0.00
990000,0.000000,50.00,50.00,50.00,0.00
992000,0.000000,50.00,50.00,50.00,0.00
994000,0.000000,50.00,50.00,50.00,0.00
996000,0.000000,50.00,50.00,50.00,0.00
998000,0.000000,50.00,50.00,50.00,0.00
1000000,0.000000,50.00,50.00,50.00,0.00
1002000,0.000000,50.00,50.00,50.00,0.00
1004000,0.000000,50.00,50.00,50.00,0.00
1006000,0.000000,50.00,50.00,50.00,0.00
1008000,0.000000,50.00,50.00,50.00,0.00
1010000,0.000000,50.00,50.00,50.00,0.00
1012000,0.000000,50.00,50.00,50.00,0.00
1014000,0.000000,50.00,50.00,50.00,0.00
1016000,0.000000,50.00,50.00,50.00,0.00
1018000,0.000000,50.00,50.00,50.00,0.00
1020000,0.000000,50.00,50.00,50.00,0.00
1022000,0.000000,50.00,50.00,50.00,0.00
1024000,0.000000,50.00,50.00,50.00,0.00
1026000,0.000000,50.00,50.00,50.00,0.00
1028000,0.000000,50.00,50.00,50.00,0.00
1030000,0.000000,50.00,50.00,50.00,0.00
1032000,0.000000,50.00,50.00,50.00,0.00
1034000,0.000000,50.00,50.00,50.00,0.00
1036000,0.000000,50.00,50.00,50.00,0.00
1038000,0.000000,50.00,50.00,50.00,0.00
1040000,0.000000,50.00,50.00,50.00,0.00
1042000,0.000000,50.00,50.00,50.00,0.00
1044000,0.000000,50.00,50.00,50.00,0.00
1046000,0.000000,50.00,50.00,50.00,0.00
1048000,0.000000,50.00,50.00,50.00,0.00
1050000,0.000000,50.00,50.00,50.00,0.00
1052000,0.000000,50.00,50.00,50.00,0.00
1054000,0.000000,50.00,50.00,50.00,0.00
1056000,0.000000,50.00,50.00,50.00,0.00
1058000,0.000000,50.00,50.00,50.00,0.00
1060000,0.000000,50.00,50.00,50.00,0.00
1062000,0.000000,50.00,50.00,50.00,0.00
1064000,0.000000,50.00,50.00,50.00,0.00
1066000,0.000000,50.00,50.00,50.00,0.00
1068000,0.000000,50.00,50.00,50.00,0.00
1070000,0.000000,50.00,50.00,50.00,0.00
1072000,0.000000,50.00,50.00,50.00,0.00
1074000,0.000000,50.00,50.00,50.00,0.00
1076000,0.000000,50.00,50.00,50.00,0.00
1078000,0.000000,50.00,50.00,50.00,0.00
1080000,0.000000,50.00,50.00,50.00,0.00
1082000,0.000000,50.00,50.00,50.00,0.00
1084000,0.000000,50.00,50.00,50.00,0.00
1086000,0.000000,50.00,50.00,50.00,0.00
1088000,0.000000,50.00,50.00,50.00,0.00
1090000,0.000000,50.00,50.00,50.00,0.00
1092000,0.000000,50.00,50.00,50.00,0.00
1094000,0.000000,50.00,50.00,50.00,0.00
1096000,0.000000,50.00,50.00,50.00,0.00
1098000,0.000000,50.00,50.00,50.00,0.00
1100000,0.000000,50.00,50.00,50.00,0.00
1102000,0.000000,50.00,50.00,50.00,0.00
1104000,0.000000,50.00,50.00,50.00,0.00
1106000,0.000000,50.00,50.00,50.00,0.00
1108000,0.000000,50.00,50.00,50.00,0.00
1110000,0.000000,50.00,50.00,50.00,0.00
1112000,0.000000,50.00,50.00,50.00,0.00
1114000,0.000000,50.00,50.00,50.00,0.00
1116000,0.000000,50.00,50.00,50.00,0.00
1118000,0.000000,50.00,50.00,50.00,0.00
1120000,0.000000,50.00,50.00,50.00,0.00
1122000,0.000000,50.00,50.00,50.00,0.00
1124000,0.000000,50.00,50.00,50.00,0.00
1126000,0.000000,50.00,50.00,50.00,0.00
1128000,0.000000,50.00,50.00,50.00,0.00
1130000,0.000000,50.00,50.00,50.00,0.00
1132000,0.000000,50.00,50.00,50.00,0.00
1134000,0.000000,50.00,50.00,50.00,0.00
1136000,0.000000,50.00,50.00,50.00,0.00
1138000,0.000000,50.00,50.00,50.00,0.00
1140000,0.000000,50.00,50.00,50.00,0.00
1142000,0.000000,50.00,50.00,50.00,0.00
1144000,0.000000,50.00,50.00,50.00,0.00
1146000,0.000000,50.00,50.00,50.00,0.00
